업체명,지점명,성별전용,보증금,월세,인실
쉐어하우스 리시안,사당역 3호(오픈) Room D,여성전용,100만원,50만원,1인실
우주,18호점,여성전용,110만원,48만원,1인실
양드레하우스,교대점,여성전용,100만원,52만원,1인실
바다,구디(구로디지털)집 A Room,여성전용,90만원,45만원,2인실
동거동락,30호점,여성전용,122만원,51만원,1인실
동거동락,28B 방배점,여성전용,119만원,51만원,1인실
동거동락,28C 방배점,여성전용,118만원,51만원,1인실
동거동락,28A 방배점,남성전용,120만원,52만원,1인실
쉐어하우스 소소한,서초 1호점,여성전용,100만원,41만원,3인실
양드레하우스,역삼점,여성전용,100만원,59만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,54만원,1인실
쉐어하우스 withsomething,역삼점,남성전용,150만원,55만원,2인실
로이허브,천호점,여성전용,45만원,45만원,2인실
함께꿈꾸는마을,송파문정마을 ROOM C,여성전용,80만원,40만원,2인실
쉐어하우스 잎,부천역점,성별무관,70만원,28만원,2인실
우주,89호점,여성전용,80만원,32만원,2인실
한송 셰어하우스,연신내역점,여성전용,60만원,39만원,1인실
동거동락,17호 경복궁역점,여성전용,113만원,52만원,1인실
따또 쉐어하우스,연희점,여성전용,80만원,41만원,1인실
우주,72호점,남성전용,84만원,34만원,1인실
우주,70호점,남성전용,86만원,35만원,1인실
우주,67호점,여성전용,82만원,33만원,1인실
동거동락,31B호점,여성전용,115만원,49만원,1인실
아띠 쉐어빌리지,팝 하우스 충정로점,남성전용,50만원,35만원,1인실
홈스케치,아현2호점,여성전용,90만원,45만원,1인실
UrbanShares,OneNam206 O2~O3,성별무관,100만원,63만원,2인실
UrbanShares,1stHQ HQ502,성별무관,100만원,75만원,1인실
바다,연남동 : 2호 B Room,여성전용,110만원,55만원,1인실
바다,연남동 : 1호 B Room,여성전용,110만원,55만원,1인실
서로가 쉐어하우스,충정로점,여성전용,50만원,53만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,50만원,1인실
아띠 쉐어빌리지,컬러하우스 창천동점,성별무관,50만원,46만원,1인실
자다,메이플 성신여대점,여성전용,84만원,42만원,1인실
윤쉐어하우스,연남점,여성전용,106만원,53만원,1인실
우주,94호점,남성전용,92만원,38만원,1인실
동거동락,26호 연남동점,여성전용,120만원,51만원,1인실
홈스케치,홍대2호점,성별무관,96만원,48만원,1인실
우주,55호점,여성전용,108만원,46만원,1인실
우주,60호점,여성전용,120만원,52만원,1인실
더원 쉐어하우스,공덕역점,여성전용,100만원,45만원,1인실
동거동락,13호 서울역점,여성전용,116만원,54만원,1인실
바다,성산동집 203호,성별무관,5000만원,0만원,1인실
함께꿈꾸는마을,남산소월04 Room C,여성전용,96만원,48만원,1인실
STORYHOUSE,코알라 Room 3,여성전용,46만원,46만원,1인실
자다,세인트 숙대2호점,여성전용,110만원,55만원,1인실
자다,세인트 숙대1호점,여성전용,92만원,46만원,1인실
포레스트(FOR REST),공덕역점,여성전용,116만원,54만원,1인실
더합 쉐어하우스,합정점,여성전용,28만원,28만원,3인실
쉐어하우스 비비,마포 공덕점,여성전용,108만원,54만원,1인실
마주공간 쉐어하우스,고려대(안암)점,여성전용,100만원,36만원,2인실
청년 쉐어하우스,합정점,남성전용,45만원,45만원,1인실
바다,마포동집 Room B,여성전용,110만원,55만원,1인실
동거동락,20호 약수역점,여성전용,102만원,46만원,2인실
휘겔리 쉐어하우스,망원동점,남성전용,100만원,50만원,1인실
워크 앤 리브,이태원 1호점,여성전용,126만원,55만원,1인실
동거동락,7호 제기동점,남성전용,99만원,46만원,1인실
자다,패밀리 한남점,여성전용,78만원,39만원,1인실
하늘,광운대역2호점,여성전용,50만원,40만원,1인실
동거동락,12호 외대경희대점,여성전용,112만원,49만원,1인실
동거동락,1호 중앙대점,여성전용,106만원,50만원,1인실
동거동락,9호 중앙대점,여성전용,110만원,51만원,1인실
하늘,석계점,여성전용,45만원,40만원,1인실
도란도란,외대점,여성전용,100만원,43만원,1인실
쉐어하우스 STAY,상도점,여성전용,100만원,37만원,2인실
제인스하우스,문래점,여성전용,94만원,48만원,1인실
홈스케치,장안점,성별무관,90만원,45만원,1인실
우주,45호점,여성전용,116만원,50만원,1인실
우주,38호점,여성전용,112만원,48만원,1인실
우주,37호점,여성전용,112만원,48만원,1인실
우주,96호점,여성전용,94만원,39만원,2인실
소행주 특집,장안동점,여성전용,150만원,36만원,1인실
더원 쉐어하우스,신도림점,여성전용,100만원,45만원,1인실
양드레하우스,강남점,여성전용,100만원,43만원,2인실
동거동락,24호 신논현점,여성전용,124만원,53만원,1인실
쉐어하우스 STAY,건대입구점,여성전용,100만원,43만원,1인실
쉐어하우스 이층집,건대역 2호점,여성전용,100만원,46만원,1인실
우주,63호점,여성전용,106만원,45만원,1인실
우주,82호점,남성전용,96만원,40만원,1인실
우주,83호점,여성전용,106만원,45만원,1인실
동거동락,30호점,여성전용,99만원,40만원,1인실
동거동락,28B 방배점,여성전용,120만원,52만원,1인실
동거동락,28C 방배점,여성전용,120만원,52만원,1인실
동거동락,28A 방배점,남성전용,118만원,51만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,56만원,1인실
동거동락,17호 경복궁역점,여성전용,116만원,54만원,1인실
노란숲,혜화 국제관점,여성전용,150만원,54만원,1인실
따또 쉐어하우스,연희점,여성전용,80만원,40만원,2인실
아띠 쉐어빌리지,팝 하우스 충정로점,남성전용,50만원,31만원,2인실
UrbanShares,OneNam206 O1,성별무관,0만원,0만원,2인실
UrbanShares,1stHQ HQ404,여성전용,100만원,50만원,1인실
럭키하우스(Lucky House),럭키 신촌점,여성전용,80만원,55만원,1인실
서로가 쉐어하우스,충정로점,여성전용,50만원,55만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,50만원,1인실
우주,94호점,남성전용,90만원,37만원,1인실
동거동락,26호 연남동점,여성전용,122만원,52만원,1인실
홈스케치,홍대2호점,성별무관,96만원,48만원,1인실
은행나무 쉐어하우스,홍대점,여성전용,0만원,53만원,2인실
동거동락,13호 서울역점,여성전용,113만원,52만원,1인실
바다,성산동집 205호,성별무관,100만원,49만원,1인실
STORYHOUSE,코알라 Room 1,여성전용,49만원,49만원,1인실
쉐어하우스 비비,마포 공덕점,여성전용,108만원,54만원,1인실
동거동락,20호 약수역점,여성전용,115만원,52만원,1인실
워크 앤 리브,이태원 1호점,여성전용,126만원,55만원,1인실
자다,패밀리 한남점,여성전용,98만원,49만원,1인실
메종드이문,이문 1호점,여성전용,150만원,53만원,1인실
동거동락,12호 외대경희대점,여성전용,120만원,53만원,1인실
동거동락,9호 중앙대점,여성전용,110만원,51만원,1인실
쉐어하우스 STAY,상도점,여성전용,100만원,47만원,1인실
우주,96호점,남성전용,102만원,43만원,1인실
소행주 특집,장안동점,여성전용,150만원,30만원,1인실
제인스하우스,신도림점,여성전용,82만원,41만원,1인실
더 하임 쉐어하우스,청담점,여성전용,20만원,55만원,1인실
양드레하우스,강남점,여성전용,100만원,55만원,1인실
동거동락,24호 신논현점,여성전용,102만원,42만원,2인실
우주,83호점,남성전용,108만원,46만원,1인실
동거동락,30호점,여성전용,123만원,52만원,1인실
동거동락,28B 방배점,여성전용,121만원,52만원,1인실
동거동락,28C 방배점,여성전용,118만원,51만원,1인실
동거동락,28A 방배점,남성전용,121만원,52만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,53만원,1인실
아띠 쉐어빌리지,팝 하우스 충정로점,남성전용,50만원,38만원,1인실
UrbanShares,OneNam206 E1,성별무관,100만원,63만원,1인실
MAKE901S 쉐어하우스,이대역점,여성전용,150만원,52만원,1인실
UrbanShares,1stHQ HQ501,성별무관,100만원,75만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,50만원,1인실
윤쉐어하우스,연남점,여성전용,110만원,55만원,1인실
우주,94호점,남성전용,90만원,37만원,1인실
우주,95호점,여성전용,108만원,46만원,1인실
홈스케치,홍대2호점,여성전용,100만원,50만원,1인실
홈스케치,서강대점,여성전용,90만원,45만원,1인실
은행나무 쉐어하우스,홍대점,여성전용,0만원,55만원,1인실
바다,성산동집 207호,성별무관,100만원,49만원,1인실
워크 앤 리브,이태원 1호점,여성전용,120만원,52만원,1인실
동거동락,12호 외대경희대점,여성전용,0만원,0만원,1인실
우주,96호점,남성전용,112만원,48만원,1인실
제인스하우스,신도림점,여성전용,86만원,43만원,1인실
테라스107,테라스107 Room 4,여성전용,70만원,70만원,1인실
양드레하우스,강남점,여성전용,100만원,52만원,1인실
동거동락,24호 신논현점,여성전용,125만원,53만원,1인실
우주,83호점,남성전용,108만원,46만원,1인실
동거동락,30호점,여성전용,124만원,52만원,1인실
동거동락,28B 방배점,여성전용,121만원,52만원,1인실
동거동락,28C 방배점,여성전용,118만원,51만원,1인실
동거동락,28A 방배점,남성전용,120만원,52만원,1인실
양드레하우스,강남그랜드점,여성전용,100만원,48만원,1인실
노란숲,혜화 국제관점,여성전용,150만원,55만원,1인실
UrbanShares,1stHQ HQ403,여성전용,100만원,50만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,45만원,1인실
홈스케치,서강대점,여성전용,90만원,45만원,1인실
은행나무 쉐어하우스,홍대점,여성전용,0만원,45만원,2인실
Calm&Mood,숙대두번째 16호점,여성전용,100만원,38만원,1인실
쉐어하우스 플라이데어,마포구청역점,여성전용,110만원,55만원,1인실
자다,메리골드 후암1호점,여성전용,98만원,49만원,1인실
워크 앤 리브,이태원 1호점,여성전용,126만원,55만원,1인실
동거동락,12호 외대경희대점,여성전용,120만원,53만원,1인실
Dream 쉐어하우스,영등포점,여성전용,66만원,33만원,2인실
우주,96호점,남성전용,112만원,48만원,1인실
제인스하우스,신도림점,여성전용,62만원,31만원,3인실
동거동락,30호점,여성전용,125만원,53만원,1인실
동거동락,28C 방배점,여성전용,119만원,51만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,61만원,1인실
UrbanShares,1stHQ HQ405,여성전용,100만원,50만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,60만원,1인실
홈스케치,서강대점,남성전용,90만원,40만원,1인실
라온 쉐어하우스,돈암점,여성전용,80만원,40만원,1인실
동거동락,12호 외대경희대점,여성전용,114만원,50만원,1인실
우주,84호점,여성전용,86만원,35만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,60만원,1인실
플레몬 쉐어하우스,29호점,성별무관,50만원,52만원,1인실
UrbanShares,1stHQ HQ401,여성전용,100만원,51만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,45만원,1인실
홈스케치,서강대점,남성전용,90만원,40만원,1인실
라온 쉐어하우스,돈암점,여성전용,80만원,40만원,1인실
워크 앤 리브,이태원 2호점,여성전용,124만원,54만원,1인실
동거동락,12호 외대경희대점,여성전용,114만원,50만원,1인실
우주,84호점,여성전용,114만원,49만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,58만원,1인실
UrbanShares,1stHQ HQ406,여성전용,100만원,50만원,1인실
자몽 셰어하우스,대학로점,여성전용,300만원,40만원,1인실
플레몬 쉐어하우스,26호점,성별무관,50만원,45만원,1인실
워크 앤 리브,이태원 2호점,여성전용,132만원,58만원,1인실
양드레하우스,강남그랜드점,여성전용,150만원,57만원,1인실
UrbanShares,1stHQ HQ407,여성전용,100만원,50만원,1인실
UrbanShares,1stHQ HQ506,성별무관,100만원,85만원,1인실
UrbanShares,1stHQ HQ504_AB,성별무관,100만원,75만원,2인실
라다팰리스,사회적주택(개봉동) 203호-1,성별무관,300만원,35만원,1인실
라다팰리스,사회적주택(개봉동) 203호-2,성별무관,300만원,30만원,1인실
라다팰리스,사회적주택(개봉동) 303호-1,성별무관,300만원,35만원,1인실
라다팰리스,사회적주택(개봉동) 303호-2,성별무관,300만원,30만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,50만원,2인실
스테이 펠릭스,충무로역점,성별무관,30만원,55만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
Calm&Mood,온수 17호점,성별무관,500만원,44만원,1인실
MK코하우징,연희점,여성전용,100만원,50만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
MK코하우징,연희점,성별무관,45만원,45만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
Calm&Mood,방배 23호점,여성전용,200만원,47만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,55만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,55만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
스테이 펠릭스,충무로역점,성별무관,30만원,60만원,1인실
보더리스하우스,홍대 디엠씨3 Room C,여성전용,50만원,54만원,1인실
보더리스하우스,홍대 디엠씨2 Room C,여성전용,50만원,43만원,1인실
보더리스하우스,충정로1 2층 Room A,성별무관,50만원,41만원,1인실
핀휠 쉐어하우스,연대 2호점,성별무관,0만원,0만원,1인실
보더리스하우스,홍대 디엠씨1 Room A,여성전용,50만원,48만원,2인실
보더리스하우스,홍대2 Room B,성별무관,50만원,65만원,1인실
보더리스하우스,고려대1 Room B,여성전용,50만원,61만원,1인실
보더리스하우스,홍대3 Room B,여성전용,50만원,65만원,1인실
보더리스하우스,상수1 Room 1A,성별무관,50만원,52만원,1인실
봄봄,쌍문동점,여성전용,80만원,40만원,1인실
보더리스하우스,마포1 Room B,성별무관,50만원,70만원,1인실
보더리스하우스,종로1 Room A,여성전용,50만원,46만원,2인실
보더리스하우스,홍대1 Room B,여성전용,50만원,68만원,1인실
보더리스하우스,홍대5 Room D,남성전용,50만원,62만원,1인실
보더리스하우스,고려대2 Room C,성별무관,50만원,54만원,1인실
보더리스하우스,고려대3 Room C,여성전용,50만원,54만원,1인실
그리고&,월곡점,여성전용,80만원,42만원,2인실
보더리스하우스,왕십리1 Room C,여성전용,50만원,65만원,1인실
보더리스하우스,청량리1 Room B,남성전용,50만원,59만원,1인실
보더리스하우스,영등포1 Room B,여성전용,50만원,60만원,1인실
보더리스하우스,장한평1 Room C,성별무관,50만원,63만원,1인실
보더리스하우스,강남3 Room A,여성전용,50만원,60만원,1인실
보더리스하우스,신도림1 Room B,성별무관,50만원,68만원,1인실
비비안느,논현점,여성전용,200만원,59만원,1인실
청춘가,서울대입구 2호점,여성전용,112만원,56만원,1인실
청춘가,서울대입구 1호점,여성전용,106만원,53만원,1인실
짱가,신림 2호점,여성전용,64만원,32만원,1인실
보더리스하우스,강남2 Room A,여성전용,50만원,68만원,1인실
보더리스하우스,홍대 디엠씨3 Room A,여성전용,50만원,42만원,2인실
보더리스하우스,홍대 디엠씨2 Room A,여성전용,50만원,43만원,2인실
보더리스하우스,충정로1 2층 Room C (화장실 포함),성별무관,50만원,63만원,1인실
핀휠 쉐어하우스,연대 2호점,성별무관,0만원,0만원,2인실
둥지,1호점,여성전용,100만원,45만원,2인실
포코 쉐어하우스,연남점,여성전용,62만원,31만원,2인실
보더리스하우스,홍대 디엠씨1 Room B,여성전용,50만원,48만원,2인실
보더리스하우스,홍대2 Room A,남성전용,50만원,50만원,2인실
보더리스하우스,고려대1 Room A,여성전용,50만원,61만원,2인실
보더리스하우스,홍대3 Room A,여성전용,50만원,43만원,2인실
보더리스하우스,상수1 Room 2A,성별무관,50만원,65만원,1인실
봄봄,쌍문동점,여성전용,66만원,33만원,2인실
보더리스하우스,마포1 Room A,남성전용,50만원,51만원,2인실
보더리스하우스,종로1 Room B (화장실 포함),여성전용,50만원,53만원,2인실
보더리스하우스,홍대1 Room A,여성전용,50만원,53만원,2인실
보더리스하우스,홍대5 Room A,남성전용,50만원,53만원,2인실
보더리스하우스,고려대2 Room D,성별무관,50만원,55만원,1인실
보더리스하우스,고려대3 Room D,여성전용,50만원,55만원,1인실
그리고&,월곡점,여성전용,80만원,42만원,2인실
보더리스하우스,왕십리1 Room A,여성전용,50만원,48만원,2인실
보더리스하우스,청량리1 Room A (화장실 포함),남성전용,50만원,46만원,2인실
보더리스하우스,영등포1 Room D,여성전용,50만원,49만원,1인실
보더리스하우스,장한평1 Room A,남성전용,50만원,48만원,2인실
보더리스하우스,강남3 Room B,여성전용,50만원,62만원,1인실
보더리스하우스,신도림1 Room C,남성전용,50만원,48만원,2인실
비비안느,논현점,여성전용,100만원,45만원,3인실
청춘가,서울대입구 1호점,여성전용,106만원,53만원,1인실
청춘가,서울대입구 2호점,여성전용,112만원,56만원,1인실
짱가,신림 2호점,여성전용,68만원,34만원,1인실
보더리스하우스,강남2 Room B,여성전용,50만원,50만원,1인실
보더리스하우스,홍대 디엠씨3 Room B (화장실 포함),여성전용,50만원,35만원,4인실
보더리스하우스,홍대 디엠씨2 Room B (화장실 포함),여성전용,50만원,37만원,3인실
보더리스하우스,충정로1 3층 Room A,성별무관,50만원,41만원,1인실
핀휠 쉐어하우스,연대 2호점,성별무관,0만원,0만원,1인실
둥지,1호점,여성전용,100만원,40만원,3인실
보더리스하우스,홍대 디엠씨1 Room C (화장실 포함),여성전용,50만원,40만원,4인실
잇츠하우스,홍대점,여성전용,100만원,30만원,4인실
보더리스하우스,홍대2 Room C (화장실 포함),여성전용,50만원,41만원,4인실
짱가,남산점,남성전용,68만원,34만원,2인실
보더리스하우스,고려대1 Room C,여성전용,50만원,46만원,2인실
보더리스하우스,홍대3 Room C (화장실 포함),여성전용,50만원,43만원,3인실
아띠 쉐어빌리지,홍남하우스 홍대점,남성전용,50만원,40만원,2인실
아띠 쉐어빌리지,홍순하우스 홍대점,여성전용,50만원,40만원,2인실
보더리스하우스,상수1 Room 2D,성별무관,50만원,65만원,1인실
봄봄,쌍문동점,여성전용,66만원,33만원,2인실
보더리스하우스,마포1 Room C (화장실 포함),여성전용,50만원,56만원,2인실
보더리스하우스,종로1 Room C,여성전용,50만원,45만원,2인실
보더리스하우스,홍대1 Room C (화장실 포함),여성전용,82만원,41만원,3인실
보더리스하우스,홍대5 Room C,여성전용,50만원,50만원,2인실
보더리스하우스,고려대2 Room E,성별무관,50만원,55만원,1인실
보더리스하우스,고려대3 Room E,여성전용,50만원,55만원,1인실
그리고&,월곡점,여성전용,80만원,40만원,3인실
보더리스하우스,왕십리1 Room B (화장실 포함),여성전용,50만원,43만원,3인실
보더리스하우스,청량리1 Room C,여성전용,50만원,43만원,2인실
보더리스하우스,영등포1 Room A,여성전용,50만원,44만원,2인실
보더리스하우스,장한평1 Room B (화장실포함),여성전용,50만원,39만원,3인실
보더리스하우스,강남3 Room C,여성전용,50만원,45만원,2인실
보더리스하우스,신도림1 Room A (화장실 포함),여성전용,50만원,39만원,4인실
비비안느,논현점,여성전용,100만원,35만원,4인실
청춘가,서울대입구 2호점,여성전용,94만원,47만원,2인실
청춘가,서울대입구 1호점,여성전용,98만원,49만원,2인실
시작(SIZAK)쉐어하우스,이수/남성점,여성전용,70만원,35만원,2인실
달달 쉐어하우스,청담점,여성전용,0만원,0만원,3인실
짱가,신림 2호점,여성전용,60만원,30만원,2인실
보더리스하우스,강남2 Room C (화장실 포함),여성전용,50만원,55만원,2인실
보더리스하우스,충정로1 3층 Room C (화장실 포함),성별무관,50만원,63만원,1인실
원앤원하우스,길음역국민대_서경대점,여성전용,0만원,0만원,0인실
짱가,남산점,남성전용,68만원,34만원,2인실
보더리스하우스,고려대1 Room D (화장실 포함),여성전용,50만원,41만원,3인실
아띠 쉐어빌리지,홍남하우스 홍대점,남성전용,50만원,38만원,4인실
아띠 쉐어빌리지,홍순하우스 홍대점,여성전용,50만원,30만원,6인실
보더리스하우스,상수1 Room 3A,성별무관,50만원,65만원,1인실
봄봄,쌍문동점,여성전용,66만원,33만원,3인실
팸하우스,상수점,여성전용,0만원,0만원,1인실
보더리스하우스,홍대5 Room B,여성전용,50만원,40만원,3인실
보더리스하우스,고려대2 Room A,성별무관,50만원,46만원,2인실
보더리스하우스,고려대3 Room A,여성전용,50만원,46만원,2인실
보더리스하우스,청량리1 Room D (화장실 포함),여성전용,50만원,35만원,4인실
보더리스하우스,영등포1 Room C (화장실 포함),여성전용,50만원,50만원,2인실
보더리스하우스,강남3 Room D (화장실 포함),여성전용,50만원,49만원,2인실
비비안느,논현점,여성전용,100만원,35만원,4인실
복덕방,논현1호점,여성전용,80만원,45만원,2인실
청춘가,서울대입구 1호점,여성전용,86만원,43만원,2인실
청춘가,서울대입구 2호점,여성전용,102만원,51만원,2인실
동네친구,1호점,여성전용,70만원,35만원,3인실
보더리스하우스,강남2 Room D,여성전용,50만원,52만원,2인실
보더리스하우스,충정로1 3층 Room E,성별무관,50만원,45만원,1인실
아띠 쉐어빌리지,홍남하우스 홍대점,남성전용,50만원,38만원,2인실
아띠 쉐어빌리지,홍순하우스 홍대점,여성전용,50만원,38만원,2인실
보더리스하우스,상수1 Room 1B,성별무관,50만원,42만원,2인실
보더리스하우스,고려대2 Room B,성별무관,50만원,40만원,2인실
보더리스하우스,고려대3 Room B,여성전용,50만원,40만원,2인실
세렘 쉐어하우스,신대방점,여성전용,70만원,30만원,2인실
청춘가,서울대입구 1호점,여성전용,86만원,43만원,2인실
청춘가,서울대입구 2호점,여성전용,90만원,45만원,2인실
보더리스하우스,충정로1 4층 Room B (화장실 포함),성별무관,50만원,63만원,1인실
아띠 쉐어빌리지,홍남하우스 홍대점,남성전용,50만원,40만원,2인실
아띠 쉐어빌리지,홍순하우스 홍대점,여성전용,50만원,40만원,2인실
보더리스하우스,상수1 Room 2B,성별무관,50만원,50만원,2인실
보더리스하우스,고려대2 Room F,성별무관,50만원,40만원,2인실
보더리스하우스,고려대3 Room F,여성전용,50만원,40만원,2인실
보더리스하우스,충정로1 4층 Room C,성별무관,50만원,51만원,1인실
보더리스하우스,상수1 Room 2C,성별무관,50만원,55만원,2인실
보더리스하우스,충정로1 4층 Room D,성별무관,50만원,50만원,1인실
보더리스하우스,상수1 Room 3B,성별무관,50만원,46만원,2인실
보더리스하우스,충정로1 2층 Room B (화장실 포함),성별무관,50만원,48만원,2인실
보더리스하우스,상수1 Room 3C (화장실 포함),여성전용,50만원,40만원,3인실
보더리스하우스,충정로1 2층 Room D,성별무관,50만원,43만원,2인실
보더리스하우스,충정로1 3층 Room B (화장실 포함),성별무관,50만원,48만원,2인실
보더리스하우스,충정로1 3층 Room D,성별무관,50만원,36만원,2인실
보더리스하우스,충정로1 4층 Room A (화장실 포함),성별무관,50만원,48만원,2인실
자몽 셰어하우스,한성대성북점,남성전용,0만원,0만원,1인실
자몽 셰어하우스,한성대성북점,남성전용,0만원,0만원,1인실
자몽 셰어하우스,한성대성북점,남성전용,0만원,0만원,1인실
자몽 셰어하우스,한성대성북점,남성전용,0만원,0만원,1인실
